reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
*For ATH-M50X* About low-star reviews.,"Okay, so let's nip this in the bud. The people who left bad reviews because their ""sound stage changed"" and ""it sounds like X, Y, and also Z!"" - take it with a grain of salt. There's a few reasons for this. First and foremost... duh. It's like moving your speaker that was 2 feet away and surrounded in concrete, to 4 feet away and surrounded in wood. Anyone who orders these thinking the sound will not change shouldn't be writing clarity-centric reviews trying to sound like an audiophile. Because an audiophile wouldn't even get these. Master Technicians don't get Harbor Freight tools, they get Snap-On.",sound quality when moved to a new location,quality,neutral,Thank you for sharing your thoughts on the sound quality when moved to a new location.
*For ATH-M50X* About low-star reviews.,"Okay, so let's nip this in the bud. The people who left bad reviews because their ""sound stage changed"" and ""it sounds like X, Y, and also Z!"" - take it with a grain of salt. There's a few reasons for this. First and foremost... duh. It's like moving your speaker that was 2 feet away and surrounded in concrete, to 4 feet away and surrounded in wood. Anyone who orders these thinking the sound will not change shouldn't be writing clarity-centric reviews trying to sound like an audiophile. Because an audiophile wouldn't even get these. Master Technicians don't get Harbor Freight tools, they get Snap-On.",compatibility with audiophile expectations,other,negative,We're sorry about the issues with compatibility with audiophile expectations. We'll work on improving this aspect!
*For ATH-M50X* About low-star reviews.,"Okay, so let's nip this in the bud. The people who left bad reviews because their ""sound stage changed"" and ""it sounds like X, Y, and also Z!"" - take it with a grain of salt. There's a few reasons for this. First and foremost... duh. It's like moving your speaker that was 2 feet away and surrounded in concrete, to 4 feet away and surrounded in wood. Anyone who orders these thinking the sound will not change shouldn't be writing clarity-centric reviews trying to sound like an audiophile. Because an audiophile wouldn't even get these. Master Technicians don't get Harbor Freight tools, they get Snap-On.",quality of Harbor Freight tools,quality,positive,Thank you for highlighting the quality of harbor freight tools. We're glad you're satisfied!
the Ratchet belt is very nice and resistent to use all time,"nothing bad to report, it's a good belt.",belt,other,neutral,Thank you for sharing your thoughts on the belt.
It works and that is what I am all about.,I love it as safety precautions,safety precautions,other,positive,Thank you for highlighting the safety precautions. We're glad you're satisfied!
Works great! Super easy to assemble,"When I first saw the box, I thought, ""This is going to break easily"". Nope. It is super strong. I weigh almost 300 lbs and I can sit on it without a problem. And I assembled it in less than 5 minutes.",sturdiness,other,positive,Thank you for highlighting the sturdiness. We're glad you're satisfied!
Works great! Super easy to assemble,"When I first saw the box, I thought, ""This is going to break easily"". Nope. It is super strong. I weigh almost 300 lbs and I can sit on it without a problem. And I assembled it in less than 5 minutes.",assembly ease,other,positive,Thank you for highlighting the assembly ease. We're glad you're satisfied!
High quality and great value,My Sig P365 fits like a glove. The lock feature works great and I am very pleased with the comfort.,fit,other,positive,Thank you for highlighting the fit. We're glad you're satisfied!
High quality and great value,My Sig P365 fits like a glove. The lock feature works great and I am very pleased with the comfort.,lock feature,other,positive,Thank you for highlighting the lock feature. We're glad you're satisfied!
High quality and great value,My Sig P365 fits like a glove. The lock feature works great and I am very pleased with the comfort.,comfort,comfort,positive,Thank you for highlighting the comfort. We're glad you're satisfied!
Sizes are real small,This was way small,size,other,negative,We're sorry about the issues with size. We'll work on improving this aspect!
They don't work in my AC5000E,"Tried both filters in my unit and neither worked, unit wouldn't turn on. put the old filter back in and unit turned on as normal. These are much flimsier then the OEM filters and I think the might be stooping the sensors from letting unit turn on.",filters,other,negative,We're sorry about the issues with filters. We'll work on improving this aspect!
They don't work in my AC5000E,"Tried both filters in my unit and neither worked, unit wouldn't turn on. put the old filter back in and unit turned on as normal. These are much flimsier then the OEM filters and I think the might be stooping the sensors from letting unit turn on.",flimsiness,other,negative,We're sorry about the issues with flimsiness. We'll work on improving this aspect!
They don't work in my AC5000E,"Tried both filters in my unit and neither worked, unit wouldn't turn on. put the old filter back in and unit turned on as normal. These are much flimsier then the OEM filters and I think the might be stooping the sensors from letting unit turn on.",OEM filters,other,positive,Thank you for highlighting the oem filters. We're glad you're satisfied!
It's not quite to my taste,It's a little spicy. Flavor isn't quite my preference but this is subjective so I can't knock it for that.,flavor,other,neutral,Thank you for sharing your thoughts on the flavor.
It's not quite to my taste,It's a little spicy. Flavor isn't quite my preference but this is subjective so I can't knock it for that.,spiciness,other,positive,Thank you for highlighting the spiciness. We're glad you're satisfied!
Love it,Love love love this belt the make is super awesome the firmness everything about this belt is well made true to size color is good. Happy happy happy with this buy,make,other,positive,Thank you for highlighting the make. We're glad you're satisfied!
Love it,Love love love this belt the make is super awesome the firmness everything about this belt is well made true to size color is good. Happy happy happy with this buy,firmness,other,positive,Thank you for highlighting the firmness. We're glad you're satisfied!
Love it,Love love love this belt the make is super awesome the firmness everything about this belt is well made true to size color is good. Happy happy happy with this buy,everything,other,positive,Thank you for highlighting the everything. We're glad you're satisfied!
Love it,Love love love this belt the make is super awesome the firmness everything about this belt is well made true to size color is good. Happy happy happy with this buy,true to size,other,positive,Thank you for highlighting the true to size. We're glad you're satisfied!
Love it,Love love love this belt the make is super awesome the firmness everything about this belt is well made true to size color is good. Happy happy happy with this buy,color,appearance,positive,Thank you for highlighting the color. We're glad you're satisfied!
broken already!,bought this in 2020 but didn’t start using it until 2 months ago. I weight 115 lbs & husband weighs 155 lbs. both chairs are broken from the plastic elbow. not sure what happened.,quality,quality,negative,We're sorry about the issues with quality. We'll work on improving this aspect!
broken already!,bought this in 2020 but didn’t start using it until 2 months ago. I weight 115 lbs & husband weighs 155 lbs. both chairs are broken from the plastic elbow. not sure what happened.,durability,quality,negative,We're sorry about the issues with durability. We'll work on improving this aspect!
broken already!,bought this in 2020 but didn’t start using it until 2 months ago. I weight 115 lbs & husband weighs 155 lbs. both chairs are broken from the plastic elbow. not sure what happened.,weight capacity,other,neutral,Thank you for sharing your thoughts on the weight capacity.
Perfect size,Perfect size for my business,size,other,positive,Thank you for highlighting the size. We're glad you're satisfied!
They work well,At first I wasn’t sure they were  going to stick together as I needed. But after figuring out where the adhesive was I was able to wrap my dinner ware. This is a pre-preparation project and when I went to get the dinnerware they wraps were still snug so I was very happy. With COVID we have to wear gloves and these wraps don’t stick and tear. Good product,adhesive strength,other,positive,Thank you for highlighting the adhesive strength. We're glad you're satisfied!
They work well,At first I wasn’t sure they were  going to stick together as I needed. But after figuring out where the adhesive was I was able to wrap my dinner ware. This is a pre-preparation project and when I went to get the dinnerware they wraps were still snug so I was very happy. With COVID we have to wear gloves and these wraps don’t stick and tear. Good product,wraps not sticking and tearing with gloves,other,positive,Thank you for highlighting the wraps not sticking and tearing with gloves. We're glad you're satisfied!
Learn to use,Very nice product if you follow directions.,product,other,positive,Thank you for highlighting the product. We're glad you're satisfied!
Excellent Performer,"I got this because I was just starting out in ice fishing and didn't want to spring for a power auger right away.  It is easy to use, and I can cut an 8-in hole in 7 in thick ice in about 2 minutes.  I am very happy with my choice.",ease of use,functionality,positive,Thank you for highlighting the ease of use. We're glad you're satisfied!
Excellent Performer,"I got this because I was just starting out in ice fishing and didn't want to spring for a power auger right away.  It is easy to use, and I can cut an 8-in hole in 7 in thick ice in about 2 minutes.  I am very happy with my choice.",effectiveness,other,positive,Thank you for highlighting the effectiveness. We're glad you're satisfied!
Excellent Performer,"I got this because I was just starting out in ice fishing and didn't want to spring for a power auger right away.  It is easy to use, and I can cut an 8-in hole in 7 in thick ice in about 2 minutes.  I am very happy with my choice.",price value,price,positive,Thank you for highlighting the price value. We're glad you're satisfied!
Stopped working after 3 months,"Always liked these heaters. The 500w I got for a 40b worked great since purchased in late March. Came home and nothing. No lights, won't turn on. My saltwater tank water was at 65 degrees. Two dead fish due to the stress. Would like an exchange or refund!",performance,functionality,positive,Thank you for highlighting the performance. We're glad you're satisfied!
Stopped working after 3 months,"Always liked these heaters. The 500w I got for a 40b worked great since purchased in late March. Came home and nothing. No lights, won't turn on. My saltwater tank water was at 65 degrees. Two dead fish due to the stress. Would like an exchange or refund!",product quality,quality,neutral,Thank you for sharing your thoughts on the product quality.
Stopped working after 3 months,"Always liked these heaters. The 500w I got for a 40b worked great since purchased in late March. Came home and nothing. No lights, won't turn on. My saltwater tank water was at 65 degrees. Two dead fish due to the stress. Would like an exchange or refund!",customer service/exchange/refund,service,negative,We're sorry about the issues with customer service/exchange/refund. We'll work on improving this aspect!
Good cat tower for a good price,"A decent quality cat tower, not the top of the line but good for the price point.",decent quality,quality,positive,Thank you for highlighting the decent quality. We're glad you're satisfied!
Good cat tower for a good price,"A decent quality cat tower, not the top of the line but good for the price point.",price point,price,neutral,Thank you for sharing your thoughts on the price point.
Relief,Effective; easy to use; well priced healthy alternative to other products on the marker.,Effective,other,positive,Thank you for highlighting the effective. We're glad you're satisfied!
Relief,Effective; easy to use; well priced healthy alternative to other products on the marker.,easy to use,functionality,positive,Thank you for highlighting the easy to use. We're glad you're satisfied!
Relief,Effective; easy to use; well priced healthy alternative to other products on the marker.,well priced,price,positive,Thank you for highlighting the well priced. We're glad you're satisfied!
Relief,Effective; easy to use; well priced healthy alternative to other products on the marker.,healthy alternative,other,positive,Thank you for highlighting the healthy alternative. We're glad you're satisfied!
What is Galentine’s day,Needs to be under Galentine’s day not Valentine’s Day guess I’m the sucker that bought it but no thank you it’s going back,Galentine's Day,other,negative,We're sorry about the issues with galentine's day. We'll work on improving this aspect!
What is Galentine’s day,Needs to be under Galentine’s day not Valentine’s Day guess I’m the sucker that bought it but no thank you it’s going back,Valentine's Day,other,negative,We're sorry about the issues with valentine's day. We'll work on improving this aspect!
What is Galentine’s day,Needs to be under Galentine’s day not Valentine’s Day guess I’m the sucker that bought it but no thank you it’s going back,Product quality/condition (implied),quality,negative,We're sorry about the issues with product quality/condition (implied). We'll work on improving this aspect!
Fits very well!,I like how it fits and feel and material is cool enough for you to breath. Good product and well worth to buy.,fits,other,positive,Thank you for highlighting the fits. We're glad you're satisfied!
Fits very well!,I like how it fits and feel and material is cool enough for you to breath. Good product and well worth to buy.,feel,other,positive,Thank you for highlighting the feel. We're glad you're satisfied!
Fits very well!,I like how it fits and feel and material is cool enough for you to breath. Good product and well worth to buy.,material,other,positive,Thank you for highlighting the material. We're glad you're satisfied!
Love them,Pretty cool lights for my diy backdrop.,lights,other,positive,Thank you for highlighting the lights. We're glad you're satisfied!
Love them,Pretty cool lights for my diy backdrop.,backdrop,other,neutral,Thank you for sharing your thoughts on the backdrop.
very pleased,received it very fast.  well-packaged.  very pleased.,speed of delivery,service,positive,Thank you for highlighting the speed of delivery. We're glad you're satisfied!
very pleased,received it very fast.  well-packaged.  very pleased.,packaging,other,positive,Thank you for highlighting the packaging. We're glad you're satisfied!
very pleased,received it very fast.  well-packaged.  very pleased.,product satisfaction,other,positive,Thank you for highlighting the product satisfaction. We're glad you're satisfied!
Indoor fun!,Bought for my grandson for his birthday.  He loved it.  He did say balls were too bouncy for the space he had in his room.,product enjoyment by grandson,other,positive,Thank you for highlighting the product enjoyment by grandson. We're glad you're satisfied!
Indoor fun!,Bought for my grandson for his birthday.  He loved it.  He did say balls were too bouncy for the space he had in his room.,bounciness of balls,other,neutral,Thank you for sharing your thoughts on the bounciness of balls.
Just what I wanted,"Just perfect, very soft mesh and fits Just right. It's not too tight and not too loose. Worth the price for sure and the lettuce hem is very cute.",soft mesh,other,positive,Thank you for highlighting the soft mesh. We're glad you're satisfied!
Just what I wanted,"Just perfect, very soft mesh and fits Just right. It's not too tight and not too loose. Worth the price for sure and the lettuce hem is very cute.",fits Just right,other,positive,Thank you for highlighting the fits just right. We're glad you're satisfied!
Just what I wanted,"Just perfect, very soft mesh and fits Just right. It's not too tight and not too loose. Worth the price for sure and the lettuce hem is very cute.",price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Just what I wanted,"Just perfect, very soft mesh and fits Just right. It's not too tight and not too loose. Worth the price for sure and the lettuce hem is very cute.",lettuce hem,other,positive,Thank you for highlighting the lettuce hem. We're glad you're satisfied!
Cute but non-stick,"The nail design and shape on these is SO CUTE, but beware - the stickies it comes with do not work at all. Within 30 mins of applying, nails started coming off! So sad because I had such high hopes",nail design and shape,quality,positive,Thank you for highlighting the nail design and shape. We're glad you're satisfied!
Cute but non-stick,"The nail design and shape on these is SO CUTE, but beware - the stickies it comes with do not work at all. Within 30 mins of applying, nails started coming off! So sad because I had such high hopes",stickies,other,negative,We're sorry about the issues with stickies. We'll work on improving this aspect!
Beautiful,"I love the fabric, they are blackout even are ivory color. I love how they look in my bedroom.",fabric,other,positive,Thank you for highlighting the fabric. We're glad you're satisfied!
Beautiful,"I love the fabric, they are blackout even are ivory color. I love how they look in my bedroom.",blackout,other,positive,Thank you for highlighting the blackout. We're glad you're satisfied!
Beautiful,"I love the fabric, they are blackout even are ivory color. I love how they look in my bedroom.",color (ivory),appearance,positive,Thank you for highlighting the color (ivory). We're glad you're satisfied!
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",Parts completeness,other,positive,Thank you for highlighting the parts completeness. We're glad you're satisfied!
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",Assembly simplicity,other,positive,Thank you for highlighting the assembly simplicity. We're glad you're satisfied!
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",Installation strength and durability,quality,positive,Thank you for highlighting the installation strength and durability. We're glad you're satisfied!
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",Practicality,other,positive,Thank you for highlighting the practicality. We're glad you're satisfied!
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",Space occupation,other,neutral,Thank you for sharing your thoughts on the space occupation.
Modern and older shape all in  one.,Fits well with my bath,fit,other,positive,Thank you for highlighting the fit. We're glad you're satisfied!
Modern and older shape all in  one.,Fits well with my bath,with my bath,other,neutral,Thank you for sharing your thoughts on the with my bath.
Buena calidad,Muy bonito,Appearance,appearance,positive,Thank you for highlighting the appearance. We're glad you're satisfied!
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,product effectiveness,other,positive,Thank you for highlighting the product effectiveness. We're glad you're satisfied!
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,oral fungal pills from doctor,other,negative,We're sorry about the issues with oral fungal pills from doctor. We'll work on improving this aspect!
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,symptom relief,other,positive,Thank you for highlighting the symptom relief. We're glad you're satisfied!
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,flare ups,other,negative,We're sorry about the issues with flare ups. We'll work on improving this aspect!
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,taking with boric acid pills,other,positive,Thank you for highlighting the taking with boric acid pills. We're glad you're satisfied!
Excellent!  Study and effective,"Great strainer.  I've now purchased 2.  Perfect for straining whey out of homemade yogurt, and 100 other uses.",strainer,other,positive,Thank you for highlighting the strainer. We're glad you're satisfied!
Excellent!  Study and effective,"Great strainer.  I've now purchased 2.  Perfect for straining whey out of homemade yogurt, and 100 other uses.",uses,functionality,positive,Thank you for highlighting the uses. We're glad you're satisfied!
Nice product,It's liked by the one for whom it was bought,Quality,quality,neutral,Thank you for sharing your thoughts on the quality.
Nice product,It's liked by the one for whom it was bought,Recipient's Opinion,other,positive,Thank you for highlighting the recipient's opinion. We're glad you're satisfied!
Good for low weights,It is useful for <10 lb but not good for heavy weights as it says,usefulness for <10 lb weights,functionality,positive,Thank you for highlighting the usefulness for <10 lb weights. We're glad you're satisfied!
Good for low weights,It is useful for <10 lb but not good for heavy weights as it says,goodness for heavy weights,other,negative,We're sorry about the issues with goodness for heavy weights. We'll work on improving this aspect!
Didnt work.,Dog had it on for about 30 mins. The vibration didnt effect him at all. Neither did the warning beeps. Would not reccomend for strong willed dogs.,vibration,other,negative,We're sorry about the issues with vibration. We'll work on improving this aspect!
Didnt work.,Dog had it on for about 30 mins. The vibration didnt effect him at all. Neither did the warning beeps. Would not reccomend for strong willed dogs.,warning beeps,other,negative,We're sorry about the issues with warning beeps. We'll work on improving this aspect!
Good alternative for discontinued IKEA Ektorp sofa covers.,"I've had the slipcover on my IKEA Ektorp corner sofa for about a month. It looks great! It doesn't fit perfectly, but it fits about as well as the IKEA slipcover did. While I prefer the feel of cotton, the polyester isn't too bad. Overall, I have to say that I'm pretty impressed & would order from this company again.",look,appearance,positive,Thank you for highlighting the look. We're glad you're satisfied!
Good alternative for discontinued IKEA Ektorp sofa covers.,"I've had the slipcover on my IKEA Ektorp corner sofa for about a month. It looks great! It doesn't fit perfectly, but it fits about as well as the IKEA slipcover did. While I prefer the feel of cotton, the polyester isn't too bad. Overall, I have to say that I'm pretty impressed & would order from this company again.",fit,other,neutral,Thank you for sharing your thoughts on the fit.
Good alternative for discontinued IKEA Ektorp sofa covers.,"I've had the slipcover on my IKEA Ektorp corner sofa for about a month. It looks great! It doesn't fit perfectly, but it fits about as well as the IKEA slipcover did. While I prefer the feel of cotton, the polyester isn't too bad. Overall, I have to say that I'm pretty impressed & would order from this company again.",feel,other,neutral,Thank you for sharing your thoughts on the feel.
Good alternative for discontinued IKEA Ektorp sofa covers.,"I've had the slipcover on my IKEA Ektorp corner sofa for about a month. It looks great! It doesn't fit perfectly, but it fits about as well as the IKEA slipcover did. While I prefer the feel of cotton, the polyester isn't too bad. Overall, I have to say that I'm pretty impressed & would order from this company again.",material (polyester),other,neutral,Thank you for sharing your thoughts on the material (polyester).
Good alternative for discontinued IKEA Ektorp sofa covers.,"I've had the slipcover on my IKEA Ektorp corner sofa for about a month. It looks great! It doesn't fit perfectly, but it fits about as well as the IKEA slipcover did. While I prefer the feel of cotton, the polyester isn't too bad. Overall, I have to say that I'm pretty impressed & would order from this company again.",overall experience,other,positive,Thank you for highlighting the overall experience. We're glad you're satisfied!
Great decanter.,Perfect size for a standard sized bottle of wine.  Easy to hold and pour with the bottom finger dimple.  Love this style of decanter.,Perfect size for a standard sized bottle of wine.,other,positive,Thank you for highlighting the perfect size for a standard sized bottle of wine.. We're glad you're satisfied!
Great decanter.,Perfect size for a standard sized bottle of wine.  Easy to hold and pour with the bottom finger dimple.  Love this style of decanter.,Easy to hold and pour with the bottom finger dimple.,other,positive,Thank you for highlighting the easy to hold and pour with the bottom finger dimple.. We're glad you're satisfied!
Great decanter.,Perfect size for a standard sized bottle of wine.  Easy to hold and pour with the bottom finger dimple.  Love this style of decanter.,Love this style of decanter.,appearance,positive,Thank you for highlighting the love this style of decanter.. We're glad you're satisfied!
Simple but wonderful,My wife loves it,product,other,positive,Thank you for highlighting the product. We're glad you're satisfied!
Bright LED strip. Best I've seen so far.,The adhesion is about average for these strip lights. The brightness is great. If you plan on running the whole strip white at full brightness you will need to wire power to both ends minimum. The colored patterns look great even with power just on one end.,brightness,other,positive,Thank you for highlighting the brightness. We're glad you're satisfied!
Bright LED strip. Best I've seen so far.,The adhesion is about average for these strip lights. The brightness is great. If you plan on running the whole strip white at full brightness you will need to wire power to both ends minimum. The colored patterns look great even with power just on one end.,adhesion,other,neutral,Thank you for sharing your thoughts on the adhesion.
Bright LED strip. Best I've seen so far.,The adhesion is about average for these strip lights. The brightness is great. If you plan on running the whole strip white at full brightness you will need to wire power to both ends minimum. The colored patterns look great even with power just on one end.,wiring requirement,other,neutral,Thank you for sharing your thoughts on the wiring requirement.
Bright LED strip. Best I've seen so far.,The adhesion is about average for these strip lights. The brightness is great. If you plan on running the whole strip white at full brightness you will need to wire power to both ends minimum. The colored patterns look great even with power just on one end.,colored patterns,appearance,positive,Thank you for highlighting the colored patterns. We're glad you're satisfied!
Perfection.,Perfect! Product came rather quickly and in perfect condition. And it has these cute little extra clips! So cute and definitely worth the price!,Product quality,quality,positive,Thank you for highlighting the product quality. We're glad you're satisfied!
Perfection.,Perfect! Product came rather quickly and in perfect condition. And it has these cute little extra clips! So cute and definitely worth the price!,Shipping speed,service,positive,Thank you for highlighting the shipping speed. We're glad you're satisfied!
Perfection.,Perfect! Product came rather quickly and in perfect condition. And it has these cute little extra clips! So cute and definitely worth the price!,Price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Perfection.,Perfect! Product came rather quickly and in perfect condition. And it has these cute little extra clips! So cute and definitely worth the price!,Extra clips,other,positive,Thank you for highlighting the extra clips. We're glad you're satisfied!
A very good product,This was a gift they really liked it,gift,other,positive,Thank you for highlighting the gift. We're glad you're satisfied!
A very good product,This was a gift they really liked it,product's quality (implied),quality,positive,Thank you for highlighting the product's quality (implied). We're glad you're satisfied!
Great cords,Very very good for the price. Have lasted for awhile so far.,price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Great cords,Very very good for the price. Have lasted for awhile so far.,durability,quality,positive,Thank you for highlighting the durability. We're glad you're satisfied!
Better than your standard raincoat,This rain jacket is lined but lightweight.,lining,other,neutral,Thank you for sharing your thoughts on the lining.
Better than your standard raincoat,This rain jacket is lined but lightweight.,weight,other,positive,Thank you for highlighting the weight. We're glad you're satisfied!
Exact replacement,Exact replacement for my Craftsman 917.370680 mower.,,,,Thank you for your feedback!
Works as Advertised,"I uses this with a deep cycle battery during a recent weather event that created rolling blackouts. We used it to keep phones an iPads charged. I could have used a smaller unit for that purpose, but I sized this so I could use it to run refrigerator if necessary.",performance during power outage,functionality,positive,Thank you for highlighting the performance during power outage. We're glad you're satisfied!
Works as Advertised,"I uses this with a deep cycle battery during a recent weather event that created rolling blackouts. We used it to keep phones an iPads charged. I could have used a smaller unit for that purpose, but I sized this so I could use it to run refrigerator if necessary.",size and capacity for running refrigerator,other,neutral,Thank you for sharing your thoughts on the size and capacity for running refrigerator.
Words need to be darker,Great frame. The words didn’t really show up consistently on the frame though. It’s laser cut but only some areas got hot enough to make a darker color. Makes it hard to read.,frame,other,positive,Thank you for highlighting the frame. We're glad you're satisfied!
Words need to be darker,Great frame. The words didn’t really show up consistently on the frame though. It’s laser cut but only some areas got hot enough to make a darker color. Makes it hard to read.,words showing up consistently,other,negative,We're sorry about the issues with words showing up consistently. We'll work on improving this aspect!
Words need to be darker,Great frame. The words didn’t really show up consistently on the frame though. It’s laser cut but only some areas got hot enough to make a darker color. Makes it hard to read.,laser cutting process,other,negative,We're sorry about the issues with laser cutting process. We'll work on improving this aspect!
Great vest,I love the best it fits real comfortably. I thought it would of felt heavier but not. Good quality,fit,other,positive,Thank you for highlighting the fit. We're glad you're satisfied!
Great vest,I love the best it fits real comfortably. I thought it would of felt heavier but not. Good quality,quality,quality,positive,Thank you for highlighting the quality. We're glad you're satisfied!
Great vest,I love the best it fits real comfortably. I thought it would of felt heavier but not. Good quality,weight,other,positive,Thank you for highlighting the weight. We're glad you're satisfied!
LOVE THIS,This is the best product. I cant believe that something so great would be so inexpensive! The heat feature is so nice and my boyfriend who plays lots of sports uses it all the time. It feels so nice and really helps my neck and back,price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
LOVE THIS,This is the best product. I cant believe that something so great would be so inexpensive! The heat feature is so nice and my boyfriend who plays lots of sports uses it all the time. It feels so nice and really helps my neck and back,heat feature,other,positive,Thank you for highlighting the heat feature. We're glad you're satisfied!
LOVE THIS,This is the best product. I cant believe that something so great would be so inexpensive! The heat feature is so nice and my boyfriend who plays lots of sports uses it all the time. It feels so nice and really helps my neck and back,comfort,comfort,positive,Thank you for highlighting the comfort. We're glad you're satisfied!
LOVE THIS,This is the best product. I cant believe that something so great would be so inexpensive! The heat feature is so nice and my boyfriend who plays lots of sports uses it all the time. It feels so nice and really helps my neck and back,effectiveness on neck and back,other,positive,Thank you for highlighting the effectiveness on neck and back. We're glad you're satisfied!
junk,This bike is cheap and does not help at all. Useless and its a waste of money should not be in the market.,quality,quality,negative,We're sorry about the issues with quality. We'll work on improving this aspect!
junk,This bike is cheap and does not help at all. Useless and its a waste of money should not be in the market.,effectiveness,other,negative,We're sorry about the issues with effectiveness. We'll work on improving this aspect!
junk,This bike is cheap and does not help at all. Useless and its a waste of money should not be in the market.,value for money,price,negative,We're sorry about the issues with value for money. We'll work on improving this aspect!
It works,Ease of use,Ease of use,functionality,positive,Thank you for highlighting the ease of use. We're glad you're satisfied!
Fun Game,Good quality,quality,quality,positive,Thank you for highlighting the quality. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",nice looking shoe,appearance,positive,Thank you for highlighting the nice looking shoe. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",value,price,positive,Thank you for highlighting the value. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",looked as good as other shoes,appearance,positive,Thank you for highlighting the looked as good as other shoes. We're glad you're satisfied!
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",fit well,other,positive,Thank you for highlighting the fit well. We're glad you're satisfied!
