reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
It works and that is what I am all about.,I love it as safety precautions,neutral,positive,[],{},"['safety', 'precautions']","{'safety': 'positive', 'precautions': 'positive'}"
Works great! Super easy to assemble,"When I first saw the box, I thought, ""This is going to break easily"". Nope. It is super strong. I weigh almost 300 lbs and I can sit on it without a problem. And I assembled it in less than 5 minutes.",positive,positive,"['easy', 'super', 'great']","{'easy': 'positive', 'super': 'positive', 'great': 'positive'}","['super', 'box', 'minutes', 'strong', 'nope', 'problem', 'lbs']","{'super': 'negative', 'box': 'positive', 'minutes': 'positive', 'strong': 'positive', 'nope': 'positive', 'problem': 'positive', 'lbs': 'positive'}"
High quality and great value,My Sig P365 fits like a glove. The lock feature works great and I am very pleased with the comfort.,positive,positive,"['value', 'quality', 'great', 'high']","{'value': 'positive', 'quality': 'positive', 'great': 'positive', 'high': 'positive'}","['sig', 'lock', 'glove', 'comfort', 'pleased', 'p365', 'feature', 'great']","{'sig': 'positive', 'lock': 'positive', 'glove': 'positive', 'comfort': 'positive', 'pleased': 'positive', 'p365': 'positive', 'feature': 'positive', 'great': 'positive'}"
Sizes are real small,This was way small,neutral,neutral,"['small', 'sizes', 'real']","{'small': 'neutral', 'sizes': 'neutral', 'real': 'neutral'}","['small', 'way']","{'small': 'neutral', 'way': 'neutral'}"
They don't work in my AC5000E,"Tried both filters in my unit and neither worked, unit wouldn't turn on. put the old filter back in and unit turned on as normal. These are much flimsier then the OEM filters and I think the might be stooping the sensors from letting unit turn on.",neutral,neutral,['ac5000e'],{'ac5000e': 'neutral'},"['sensors', 'old', 'oem', 'filter', 'filters', 'normal', 'unit', 'tried', 'turn']","{'sensors': 'neutral', 'old': 'neutral', 'oem': 'neutral', 'filter': 'neutral', 'filters': 'neutral', 'normal': 'neutral', 'unit': 'neutral', 'tried': 'neutral', 'turn': 'neutral'}"
It's not quite to my taste,It's a little spicy. Flavor isn't quite my preference but this is subjective so I can't knock it for that.,neutral,neutral,['taste'],{'taste': 'neutral'},"['little', 'flavor', 'preference', 'subjective', 'spicy']","{'little': 'neutral', 'flavor': 'neutral', 'preference': 'neutral', 'subjective': 'neutral', 'spicy': 'neutral'}"
Love it,Love love love this belt the make is super awesome the firmness everything about this belt is well made true to size color is good. Happy happy happy with this buy,neutral,positive,[],{},"['belt', 'super', 'true', 'size', 'color', 'good', 'happy', 'firmness', 'make', 'everything', 'love', 'buy']","{'belt': 'positive', 'super': 'positive', 'true': 'positive', 'size': 'positive', 'color': 'positive', 'good': 'positive', 'happy': 'positive', 'firmness': 'positive', 'make': 'positive', 'everything': 'positive', 'love': 'positive', 'buy': 'positive'}"
broken already!,bought this in 2020 but didn’t start using it until 2 months ago. I weight 115 lbs & husband weighs 155 lbs. both chairs are broken from the plastic elbow. not sure what happened.,negative,negative,['broken'],{'broken': 'negative'},"['’', 'months', 'start', 'didn', 'chairs', 'plastic', 'sure', 'elbow', 'husband', 'lbs', 't']","{'’': 'negative', 'months': 'negative', 'start': 'negative', 'didn': 'negative', 'chairs': 'negative', 'plastic': 'negative', 'sure': 'negative', 'elbow': 'negative', 'husband': 'negative', 'lbs': 'negative', 't': 'negative'}"
Perfect size,Perfect size for my business,positive,positive,"['perfect', 'size']","{'perfect': 'positive', 'size': 'positive'}","['perfect', 'business', 'size']","{'perfect': 'positive', 'business': 'positive', 'size': 'positive'}"
They work well,At first I wasn’t sure they were  going to stick together as I needed. But after figuring out where the adhesive was I was able to wrap my dinner ware. This is a pre-preparation project and when I went to get the dinnerware they wraps were still snug so I was very happy. With COVID we have to wear gloves and these wraps don’t stick and tear. Good product,neutral,positive,[],{},"['stick', 'ware', 'happy', 'good', 'product', 'tear', 'wraps', 'covid', 'sure', 'adhesive', 't', 'dinner', 'able', 'pre-preparation', 'gloves', 'first', 'dinnerware', '’', 'project']","{'stick': 'positive', 'ware': 'positive', 'happy': 'positive', 'good': 'positive', 'product': 'positive', 'tear': 'positive', 'wraps': 'positive', 'covid': 'positive', 'sure': 'positive', 'adhesive': 'positive', 't': 'positive', 'dinner': 'positive', 'able': 'positive', 'pre-preparation': 'positive', 'gloves': 'positive', 'first': 'positive', 'dinnerware': 'positive', '’': 'positive', 'project': 'positive'}"
Learn to use,Very nice product if you follow directions.,neutral,positive,['learn'],{'learn': 'neutral'},"['directions', 'product', 'nice']","{'directions': 'positive', 'product': 'positive', 'nice': 'positive'}"
Excellent Performer,"I got this because I was just starting out in ice fishing and didn't want to spring for a power auger right away.  It is easy to use, and I can cut an 8-in hole in 7 in thick ice in about 2 minutes.  I am very happy with my choice.",positive,positive,"['performer', 'excellent']","{'performer': 'positive', 'excellent': 'positive'}","['fishing', 'power', 'minutes', 'ice', 'happy', 'auger', 'easy', 'thick', 'hole', '8-in', 'choice']","{'fishing': 'positive', 'power': 'positive', 'minutes': 'positive', 'ice': 'positive', 'happy': 'positive', 'auger': 'positive', 'easy': 'positive', 'thick': 'positive', 'hole': 'positive', '8-in': 'positive', 'choice': 'positive'}"
Stopped working after 3 months,"Always liked these heaters. The 500w I got for a 40b worked great since purchased in late March. Came home and nothing. No lights, won't turn on. My saltwater tank water was at 65 degrees. Two dead fish due to the stress. Would like an exchange or refund!",negative,positive,"['stopped', 'months']","{'stopped': 'negative', 'months': 'negative'}","['fish', 'heaters', 'water', 'degrees', 'dead', 'stress', 'tank', 'came', 'nothing', 'saltwater', 'great', 'late', 'refund', 'exchange', 'home', 'march', 'always', 'due', 'lights']","{'fish': 'positive', 'heaters': 'positive', 'water': 'positive', 'degrees': 'positive', 'dead': 'negative', 'stress': 'positive', 'tank': 'positive', 'came': 'positive', 'nothing': 'positive', 'saltwater': 'positive', 'great': 'positive', 'late': 'positive', 'refund': 'positive', 'exchange': 'positive', 'home': 'positive', 'march': 'positive', 'always': 'positive', 'due': 'positive', 'lights': 'positive'}"
Good cat tower for a good price,"A decent quality cat tower, not the top of the line but good for the price point.",positive,positive,"['tower', 'price', 'good', 'cat']","{'tower': 'positive', 'price': 'positive', 'good': 'positive', 'cat': 'positive'}","['quality', 'cat', 'good', 'decent', 'line', 'tower', 'price', 'point', 'top']","{'quality': 'positive', 'cat': 'positive', 'good': 'positive', 'decent': 'positive', 'line': 'positive', 'tower': 'positive', 'price': 'positive', 'point': 'positive', 'top': 'positive'}"
Relief,Effective; easy to use; well priced healthy alternative to other products on the marker.,positive,positive,['relief'],{'relief': 'positive'},"['products', 'alternative', 'marker', 'effective', 'other', 'healthy']","{'products': 'positive', 'alternative': 'positive', 'marker': 'positive', 'effective': 'positive', 'other': 'positive', 'healthy': 'positive'}"
What is Galentine’s day,Needs to be under Galentine’s day not Valentine’s Day guess I’m the sucker that bought it but no thank you it’s going back,neutral,negative,"['’', 'galentine', 'day']","{'’': 'neutral', 'galentine': 'neutral', 'day': 'neutral'}","['’', 'guess', 'sucker', 'valentine', 'day', 'thank', 'needs', 'galentine', 's']","{'’': 'negative', 'guess': 'negative', 'sucker': 'negative', 'valentine': 'negative', 'day': 'negative', 'thank': 'positive', 'needs': 'negative', 'galentine': 'negative', 's': 'negative'}"
Fits very well!,I like how it fits and feel and material is cool enough for you to breath. Good product and well worth to buy.,neutral,positive,['fits'],{'fits': 'neutral'},"['material', 'feel', 'good', 'product', 'worth', 'cool']","{'material': 'positive', 'feel': 'positive', 'good': 'positive', 'product': 'positive', 'worth': 'positive', 'cool': 'positive'}"
Love them,Pretty cool lights for my diy backdrop.,neutral,positive,[],{},"['cool', 'backdrop', 'lights', 'diy']","{'cool': 'positive', 'backdrop': 'positive', 'lights': 'positive', 'diy': 'positive'}"
very pleased,received it very fast.  well-packaged.  very pleased.,positive,neutral,['pleased'],{'pleased': 'positive'},"['pleased', 'well-packaged']","{'pleased': 'positive', 'well-packaged': 'neutral'}"
Indoor fun!,Bought for my grandson for his birthday.  He loved it.  He did say balls were too bouncy for the space he had in his room.,neutral,positive,"['indoor', 'fun']","{'indoor': 'neutral', 'fun': 'positive'}","['birthday', 'space', 'bought', 'balls', 'grandson', 'room']","{'birthday': 'positive', 'space': 'positive', 'bought': 'positive', 'balls': 'positive', 'grandson': 'positive', 'room': 'positive'}"
Just what I wanted,"Just perfect, very soft mesh and fits Just right. It's not too tight and not too loose. Worth the price for sure and the lettuce hem is very cute.",neutral,positive,[],{},"['lettuce', 'soft', 'loose', 'perfect', 'tight', 'fits', 'mesh', 'hem', 'cute', 'sure', 'price']","{'lettuce': 'positive', 'soft': 'positive', 'loose': 'positive', 'perfect': 'positive', 'tight': 'positive', 'fits': 'positive', 'mesh': 'positive', 'hem': 'positive', 'cute': 'positive', 'sure': 'positive', 'price': 'positive'}"
Cute but non-stick,"The nail design and shape on these is SO CUTE, but beware - the stickies it comes with do not work at all. Within 30 mins of applying, nails started coming off! So sad because I had such high hopes",positive,positive,"['cute', 'non-stick']","{'cute': 'positive', 'non-stick': 'positive'}","['mins', 'high', 'nails', 'hopes', 'sad', 'shape', 'do', 'cute', 'design', 'nail', 'such', 'stickies']","{'mins': 'positive', 'high': 'positive', 'nails': 'positive', 'hopes': 'positive', 'sad': 'negative', 'shape': 'positive', 'do': 'positive', 'cute': 'positive', 'design': 'positive', 'nail': 'positive', 'such': 'positive', 'stickies': 'positive'}"
Beautiful,"I love the fabric, they are blackout even are ivory color. I love how they look in my bedroom.",positive,positive,['beautiful'],{'beautiful': 'positive'},"['ivory', 'color', 'fabric', 'bedroom']","{'ivory': 'positive', 'color': 'positive', 'fabric': 'positive', 'bedroom': 'positive'}"
Easy to use,"After receiving the drying rack, I checked that the parts are complete, and the assembly is very simple. There is an installation manual with a glance. The installation is very strong and durable. It is more than enough for hanging schoolbags, hats, clothes and suitcases.  Occupying space, so many clothes finally have a place to put them, the house is no longer messy, it is very practical and I like it.",positive,positive,['easy'],{'easy': 'positive'},"['schoolbags', 'strong', 'complete', 'rack', 'suitcases', 'assembly', 'durable', 'practical', 'clothes', 'installation', 'glance', 'many', 'parts', 'hats', 'place', 'manual', 'house', 'drying', 'space', 'simple']","{'schoolbags': 'positive', 'strong': 'positive', 'complete': 'positive', 'rack': 'positive', 'suitcases': 'positive', 'assembly': 'positive', 'durable': 'positive', 'practical': 'positive', 'clothes': 'positive', 'installation': 'positive', 'glance': 'positive', 'many': 'positive', 'parts': 'positive', 'hats': 'positive', 'place': 'positive', 'manual': 'positive', 'house': 'positive', 'drying': 'positive', 'space': 'positive', 'simple': 'positive'}"
Modern and older shape all in  one.,Fits well with my bath,neutral,positive,"['shape', 'modern']","{'shape': 'neutral', 'modern': 'neutral'}","['fits', 'bath']","{'fits': 'positive', 'bath': 'positive'}"
Buena calidad,Muy bonito,neutral,neutral,"['buena', 'calidad']","{'buena': 'neutral', 'calidad': 'neutral'}","['bonito', 'muy']","{'bonito': 'neutral', 'muy': 'neutral'}"
IT WORKED!,CANT BELEVE THIS WORKED! I struggled with a diagnosed BV/ yeast infection for about 6 months and NOTHING was working including oral fungal pills from my doctor. I had this product referred to me by a friend and in 3 weeks i was officially free from 100% of my symptoms. i never had flare ups (which amplified before and after my period) again. I took it in unison with boric acid pills which also CLEARED me completely. SO HAPPY!,neutral,positive,"['it', 'worked']","{'it': 'neutral', 'worked': 'neutral'}","['i', 'diagnosed', 'yeast', 'happy', 'product', 'infection', '%', 'free', 'fungal', 'nothing', 'friend', 'cleared', 'this', 'weeks', 'worked', 'period', 'oral', 'pills', 'ups', 'cant', 'months', 'boric', 'acid', 'beleve', 'unison', 'symptoms', 'bv/', 'so', 'doctor']","{'i': 'positive', 'diagnosed': 'positive', 'yeast': 'positive', 'happy': 'positive', 'product': 'positive', 'infection': 'positive', '%': 'positive', 'free': 'positive', 'fungal': 'positive', 'nothing': 'positive', 'friend': 'positive', 'cleared': 'positive', 'this': 'positive', 'weeks': 'positive', 'worked': 'positive', 'period': 'positive', 'oral': 'positive', 'pills': 'positive', 'ups': 'positive', 'cant': 'positive', 'months': 'positive', 'boric': 'positive', 'acid': 'positive', 'beleve': 'positive', 'unison': 'positive', 'symptoms': 'positive', 'bv/': 'positive', 'so': 'positive', 'doctor': 'positive'}"
Excellent!  Study and effective,"Great strainer.  I've now purchased 2.  Perfect for straining whey out of homemade yogurt, and 100 other uses.",positive,positive,"['study', 'effective', 'excellent']","{'study': 'positive', 'effective': 'positive', 'excellent': 'positive'}","['yogurt', 'uses', 'whey', 'homemade', 'other', 'strainer', 'great']","{'yogurt': 'positive', 'uses': 'positive', 'whey': 'positive', 'homemade': 'positive', 'other': 'positive', 'strainer': 'positive', 'great': 'positive'}"
Nice product,It's liked by the one for whom it was bought,positive,positive,"['product', 'nice']","{'product': 'positive', 'nice': 'positive'}",['one'],{'one': 'positive'}
Good for low weights,It is useful for <10 lb but not good for heavy weights as it says,positive,negative,"['good', 'low', 'weights']","{'good': 'positive', 'low': 'negative', 'weights': 'positive'}","['useful', 'good', 'weights', 'lb', '<', 'heavy']","{'useful': 'positive', 'good': 'negative', 'weights': 'negative', 'lb': 'negative', '<': 'negative', 'heavy': 'negative'}"
Didnt work.,Dog had it on for about 30 mins. The vibration didnt effect him at all. Neither did the warning beeps. Would not reccomend for strong willed dogs.,neutral,negative,"['didnt', 'work']","{'didnt': 'neutral', 'work': 'neutral'}","['warning', 'didnt', 'mins', 'effect', 'dog', 'strong', 'vibration', 'beeps', 'dogs', 'willed']","{'warning': 'positive', 'didnt': 'negative', 'mins': 'negative', 'effect': 'negative', 'dog': 'negative', 'strong': 'negative', 'vibration': 'negative', 'beeps': 'negative', 'dogs': 'negative', 'willed': 'negative'}"
Good alternative for discontinued IKEA Ektorp sofa covers.,"I've had the slipcover on my IKEA Ektorp corner sofa for about a month. It looks great! It doesn't fit perfectly, but it fits about as well as the IKEA slipcover did. While I prefer the feel of cotton, the polyester isn't too bad. Overall, I have to say that I'm pretty impressed & would order from this company again.",positive,positive,"['sofa', 'covers', 'alternative', 'good', 'ektorp', 'ikea']","{'sofa': 'positive', 'covers': 'positive', 'alternative': 'positive', 'good': 'positive', 'ektorp': 'positive', 'ikea': 'positive'}","['order', 'sofa', 'polyester', 'feel', 'slipcover', 'month', 'cotton', 'impressed', 'bad', 'overall', 'company', 'corner', 'ektorp', 'great', 'ikea']","{'order': 'positive', 'sofa': 'positive', 'polyester': 'positive', 'feel': 'positive', 'slipcover': 'positive', 'month': 'positive', 'cotton': 'positive', 'impressed': 'positive', 'bad': 'positive', 'overall': 'positive', 'company': 'positive', 'corner': 'positive', 'ektorp': 'positive', 'great': 'positive', 'ikea': 'positive'}"
Great decanter.,Perfect size for a standard sized bottle of wine.  Easy to hold and pour with the bottom finger dimple.  Love this style of decanter.,positive,positive,"['decanter', 'great']","{'decanter': 'positive', 'great': 'positive'}","['finger', 'style', 'size', 'perfect', 'wine', 'dimple', 'bottle', 'easy', 'sized', 'decanter', 'bottom', 'standard']","{'finger': 'positive', 'style': 'positive', 'size': 'positive', 'perfect': 'positive', 'wine': 'positive', 'dimple': 'positive', 'bottle': 'positive', 'easy': 'positive', 'sized': 'positive', 'decanter': 'positive', 'bottom': 'positive', 'standard': 'positive'}"
Simple but wonderful,My wife loves it,positive,positive,"['simple', 'wonderful']","{'simple': 'positive', 'wonderful': 'positive'}",['wife'],{'wife': 'positive'}
Bright LED strip. Best I've seen so far.,The adhesion is about average for these strip lights. The brightness is great. If you plan on running the whole strip white at full brightness you will need to wire power to both ends minimum. The colored patterns look great even with power just on one end.,positive,positive,"['led', 'strip', 'bright']","{'led': 'positive', 'strip': 'positive', 'bright': 'positive'}","['brightness', 'power', 'colored', 'full', 'whole', 'ends', 'patterns', 'adhesion', 'lights', 'strip', 'white', 'average', 'end', 'great', 'minimum']","{'brightness': 'positive', 'power': 'positive', 'colored': 'positive', 'full': 'positive', 'whole': 'positive', 'ends': 'positive', 'patterns': 'positive', 'adhesion': 'positive', 'lights': 'positive', 'strip': 'positive', 'white': 'positive', 'average': 'positive', 'end': 'positive', 'great': 'positive', 'minimum': 'positive'}"
Perfection.,Perfect! Product came rather quickly and in perfect condition. And it has these cute little extra clips! So cute and definitely worth the price!,positive,positive,['perfection'],{'perfection': 'positive'},"['little', 'condition', 'perfect', 'product', 'extra', 'cute', 'price', 'clips']","{'little': 'positive', 'condition': 'positive', 'perfect': 'positive', 'product': 'positive', 'extra': 'positive', 'cute': 'positive', 'price': 'positive', 'clips': 'positive'}"
A very good product,This was a gift they really liked it,positive,positive,"['good', 'product']","{'good': 'positive', 'product': 'positive'}",['gift'],{'gift': 'positive'}
Great cords,Very very good for the price. Have lasted for awhile so far.,positive,positive,"['cords', 'great']","{'cords': 'positive', 'great': 'positive'}","['price', 'good', 'awhile']","{'price': 'positive', 'good': 'positive', 'awhile': 'positive'}"
Better than your standard raincoat,This rain jacket is lined but lightweight.,positive,neutral,"['raincoat', 'standard']","{'raincoat': 'positive', 'standard': 'positive'}","['lightweight', 'rain', 'jacket']","{'lightweight': 'neutral', 'rain': 'neutral', 'jacket': 'neutral'}"
Exact replacement,Exact replacement for my Craftsman 917.370680 mower.,neutral,neutral,"['exact', 'replacement']","{'exact': 'neutral', 'replacement': 'neutral'}","['craftsman', 'mower', 'exact', 'replacement']","{'craftsman': 'neutral', 'mower': 'neutral', 'exact': 'neutral', 'replacement': 'neutral'}"
Works as Advertised,"I uses this with a deep cycle battery during a recent weather event that created rolling blackouts. We used it to keep phones an iPads charged. I could have used a smaller unit for that purpose, but I sized this so I could use it to run refrigerator if necessary.",neutral,neutral,"['advertised', 'works']","{'advertised': 'neutral', 'works': 'neutral'}","['phones', 'recent', 'battery', 'deep', 'weather', 'cycle', 'unit', 'event', 'ipads', 'refrigerator', 'purpose', 'necessary', 'blackouts']","{'phones': 'neutral', 'recent': 'neutral', 'battery': 'neutral', 'deep': 'neutral', 'weather': 'neutral', 'cycle': 'neutral', 'unit': 'neutral', 'event': 'neutral', 'ipads': 'neutral', 'refrigerator': 'neutral', 'purpose': 'neutral', 'necessary': 'neutral', 'blackouts': 'neutral'}"
Words need to be darker,Great frame. The words didn’t really show up consistently on the frame though. It’s laser cut but only some areas got hot enough to make a darker color. Makes it hard to read.,neutral,positive,"['darker', 'words']","{'darker': 'neutral', 'words': 'neutral'}","['’', 'words', 'cut', 'hard', 'darker', 'color', 'frame', 'laser', 'makes', 'areas', 'hot', 'great', 't']","{'’': 'positive', 'words': 'positive', 'cut': 'negative', 'hard': 'negative', 'darker': 'positive', 'color': 'positive', 'frame': 'positive', 'laser': 'positive', 'makes': 'positive', 'areas': 'positive', 'hot': 'positive', 'great': 'positive', 't': 'positive'}"
Great vest,I love the best it fits real comfortably. I thought it would of felt heavier but not. Good quality,positive,positive,"['great', 'vest']","{'great': 'positive', 'vest': 'positive'}","['quality', 'good', 'felt', 'heavier', 'real']","{'quality': 'positive', 'good': 'positive', 'felt': 'positive', 'heavier': 'positive', 'real': 'positive'}"
LOVE THIS,This is the best product. I cant believe that something so great would be so inexpensive! The heat feature is so nice and my boyfriend who plays lots of sports uses it all the time. It feels so nice and really helps my neck and back,positive,positive,"['love', 'this']","{'love': 'positive', 'this': 'positive'}","['boyfriend', 'uses', 'neck', 'back', 'product', 'inexpensive', 'lots', 'nice', 'something', 'feature', 'sports', 'heat', 'great', 'time']","{'boyfriend': 'positive', 'uses': 'positive', 'neck': 'positive', 'back': 'positive', 'product': 'positive', 'inexpensive': 'positive', 'lots': 'positive', 'nice': 'positive', 'something': 'positive', 'feature': 'positive', 'sports': 'positive', 'heat': 'positive', 'great': 'positive', 'time': 'positive'}"
junk,This bike is cheap and does not help at all. Useless and its a waste of money should not be in the market.,neutral,negative,['junk'],{'junk': 'neutral'},"['useless', 'waste', 'market', 'money', 'cheap', 'bike']","{'useless': 'negative', 'waste': 'negative', 'market': 'negative', 'money': 'negative', 'cheap': 'negative', 'bike': 'negative'}"
It works,Ease of use,neutral,positive,[],{},"['ease', 'use']","{'ease': 'positive', 'use': 'positive'}"
Fun Game,Good quality,positive,positive,"['game', 'fun']","{'game': 'positive', 'fun': 'positive'}","['quality', 'good']","{'quality': 'positive', 'good': 'positive'}"
Great bargain!,"Nice looking shoe at a fraction of the price of similar shoes.  Great value and looked as good as the other more expensive shoes. It fit well and is comfortable. Very lightweight. Sock shoes like these donʻt have the support like other sneakers, so, by the end of a full day, my feet hurt.  However, other shoes might have felt the same way.  Regardless, at that price, I would definitely buy it again.",positive,positive,"['bargain', 'great']","{'bargain': 'positive', 'great': 'positive'}","['similar', 'good', 'support', 'value', 'comfortable', 'fraction', 'donʻt', 'shoes', 'full', 'sock', 'way', 'nice', 'other', 'price', 'great', 'same', 'fit', 'sneakers', 'lightweight', 'end', 'day', 'feet', 'shoe', 'expensive']","{'similar': 'positive', 'good': 'positive', 'support': 'positive', 'value': 'positive', 'comfortable': 'positive', 'fraction': 'positive', 'donʻt': 'positive', 'shoes': 'positive', 'full': 'positive', 'sock': 'positive', 'way': 'positive', 'nice': 'positive', 'other': 'positive', 'price': 'positive', 'great': 'positive', 'same': 'positive', 'fit': 'positive', 'sneakers': 'positive', 'lightweight': 'positive', 'end': 'positive', 'day': 'positive', 'feet': 'positive', 'shoe': 'positive', 'expensive': 'positive'}"
Could be softer,"I like the idea of two threads, indeed it makes the flossing easier and cleans better. However I find the threads too hard. The ones I had before were softer and more gentle to my gums.",neutral,positive,[],{},"['threads', 'cleans', 'gums', 'idea', 'ones', 'gentle']","{'threads': 'positive', 'cleans': 'positive', 'gums': 'positive', 'idea': 'positive', 'ones': 'positive', 'gentle': 'positive'}"
Great for tall people,"My husband is 6'5"". This upright walker allows him to stand straight and not hurt his back. He is very pleased.",positive,positive,"['tall', 'great', 'people']","{'tall': 'positive', 'great': 'positive', 'people': 'positive'}","['walker', 'back', 'pleased', 'upright', 'husband']","{'walker': 'positive', 'back': 'positive', 'pleased': 'positive', 'upright': 'positive', 'husband': 'positive'}"
Awesome,Worth buying,positive,positive,['awesome'],{'awesome': 'positive'},"['worth', 'buying']","{'worth': 'positive', 'buying': 'positive'}"
False advertising,"I'm so upset with these pieces of junk. Most weren't anywhere near the sizes advertised here and the one that were are completely unusable due to splits, chips and cracks. For the price they are charging for this petrified elephant excrement you could go to a craft store and get better ones. Heck, chip some concrete off the sidewalk and it would be better. Do not waste your money!",neutral,positive,"['advertising', 'false']","{'advertising': 'neutral', 'false': 'neutral'}","['excrement', 'junk', 'chips', 'ones', 'splits', 'pieces', 'cracks', 'chip', 'price', 'heck', 'elephant', 'craft', 'money', 'petrified', 'sizes', 'due', 'upset', 'unusable', 'one', 'store', 'sidewalk']","{'excrement': 'positive', 'junk': 'positive', 'chips': 'positive', 'ones': 'positive', 'splits': 'positive', 'pieces': 'positive', 'cracks': 'positive', 'chip': 'positive', 'price': 'positive', 'heck': 'positive', 'elephant': 'positive', 'craft': 'positive', 'money': 'positive', 'petrified': 'negative', 'sizes': 'positive', 'due': 'positive', 'upset': 'negative', 'unusable': 'positive', 'one': 'positive', 'store': 'positive', 'sidewalk': 'positive'}"
Smells so good,Donated product but this cologne smells amazing,positive,positive,"['smells', 'good']","{'smells': 'positive', 'good': 'positive'}","['amazing', 'cologne', 'product']","{'amazing': 'positive', 'cologne': 'positive', 'product': 'positive'}"
Holds up well,I use it daily as a Hospice Nurse. It reads well in this frail population.,positive,positive,['holds'],{'holds': 'positive'},"['frail', 'nurse', 'hospice', 'population']","{'frail': 'positive', 'nurse': 'positive', 'hospice': 'positive', 'population': 'positive'}"
It is comfortable and easy to place.,"It is comfortable and easy to place,",positive,positive,"['easy', 'place', 'comfortable']","{'easy': 'positive', 'place': 'positive', 'comfortable': 'positive'}","['easy', 'place', 'comfortable']","{'easy': 'positive', 'place': 'positive', 'comfortable': 'positive'}"
Not entirely leather on the outside!,"Description says this is a leather bag and/or I missed the part about the non-leather slide pocket?? To me, this looks far different in person than it did in the pictures and the video in the listing. It’s not attractive at all, and I’m going to return it. I initially thought I’d accidentally gotten a fake but then noticed others reporting this in their reviews.  I guess I should have read them first, but the reason I didn’t was because I had bought a really similar bag from this company in the past; thus, I may not have been discerning enough in reading about this one. Either way, the difference in materials is not the look for me, especially given the price I paid.",neutral,negative,['outside'],{'outside': 'neutral'},"['similar', 'past', 'difference', 'slide', 'pictures', 'fake', 'video', 'and/or', 't', 'leather', 'others', 'way', 'listing', 'company', 'attractive', 'price', 'bag', 'look', 'pocket', 'different', 'part', 'reason', 'person', 'materials', '’', 'non-leather', 'one', 'reviews', 'd', 'description']","{'similar': 'negative', 'past': 'negative', 'difference': 'negative', 'slide': 'negative', 'pictures': 'negative', 'fake': 'negative', 'video': 'negative', 'and/or': 'negative', 't': 'negative', 'leather': 'negative', 'others': 'negative', 'way': 'negative', 'listing': 'negative', 'company': 'negative', 'attractive': 'negative', 'price': 'negative', 'bag': 'negative', 'look': 'negative', 'pocket': 'negative', 'different': 'negative', 'part': 'negative', 'reason': 'negative', 'person': 'negative', 'materials': 'negative', '’': 'negative', 'non-leather': 'negative', 'one': 'negative', 'reviews': 'negative', 'd': 'negative', 'description': 'negative'}"
Very close match. Very satisfied. Would order again.,Very satisfied. Easy to apply. Color very close.,positive,positive,"['order', 'satisfied', 'match', 'close']","{'order': 'positive', 'satisfied': 'positive', 'match': 'positive', 'close': 'positive'}","['easy', 'color', 'satisfied']","{'easy': 'positive', 'color': 'positive', 'satisfied': 'positive'}"
Awesome,Exc product,positive,neutral,['awesome'],{'awesome': 'positive'},"['product', 'exc']","{'product': 'neutral', 'exc': 'neutral'}"
Soft and comfortable!,"This shirt is so soft and comfortable! The fit is good but the only negative thing is that it's a little short and could stand to be a little longer at the bottom. Hopefully, it won't shrink when I wash it. Really happy with it!",neutral,positive,"['soft', 'comfortable']","{'soft': 'neutral', 'comfortable': 'positive'}","['little', 'soft', 'good', 'hopefully', 'fit', 'negative', 'shirt', 'thing', 'happy', 'short', 'comfortable', 'bottom']","{'little': 'positive', 'soft': 'positive', 'good': 'positive', 'hopefully': 'positive', 'fit': 'positive', 'negative': 'positive', 'shirt': 'positive', 'thing': 'positive', 'happy': 'positive', 'short': 'positive', 'comfortable': 'positive', 'bottom': 'positive'}"
sharp,"easy to use, easy to hold, very sharp wheel.  Make sure you close the guard around the wheel before taking apart because you can easily cut yourself while disassembling the cutter.",neutral,positive,['sharp'],{'sharp': 'neutral'},"['sharp', 'cutter', 'easy', 'guard', 'sure', 'wheel']","{'sharp': 'positive', 'cutter': 'positive', 'easy': 'positive', 'guard': 'positive', 'sure': 'positive', 'wheel': 'positive'}"
Perfect,Nice and easy to use. Just what I wanted.,positive,positive,['perfect'],{'perfect': 'positive'},"['easy', 'just', 'nice']","{'easy': 'positive', 'just': 'positive', 'nice': 'positive'}"
True fit,Fits like they should,positive,positive,"['fit', 'true']","{'fit': 'positive', 'true': 'positive'}",['fits'],{'fits': 'positive'}
Durable,One of my new pup’s favorite toys!,neutral,positive,['durable'],{'durable': 'neutral'},"['favorite', '’', 'toys', 'pup', 'new']","{'favorite': 'positive', '’': 'positive', 'toys': 'positive', 'pup': 'positive', 'new': 'positive'}"
Great Product!,Great Value!,positive,positive,"['product', 'great']","{'product': 'positive', 'great': 'positive'}","['value', 'great']","{'value': 'positive', 'great': 'positive'}"
Awesome,Great product!! Very sturdy,positive,positive,['awesome'],{'awesome': 'positive'},"['product', 'sturdy', 'great']","{'product': 'positive', 'sturdy': 'positive', 'great': 'positive'}"
Ext cord,Very good for a space air conditioner that was a little too far away from the outlet. No problems at all with it.,neutral,negative,"['cord', 'ext']","{'cord': 'neutral', 'ext': 'neutral'}","['conditioner', 'little', 'good', 'air', 'space', 'outlet', 'problems']","{'conditioner': 'negative', 'little': 'negative', 'good': 'positive', 'air': 'negative', 'space': 'negative', 'outlet': 'negative', 'problems': 'negative'}"
